,description,id,rating,title,category
12090,Dagfinn has this.,y56td93iXw,3,Dagfinn ha...,deduction
12093,10X10,y56td93iXw,3,10X10...,deduction
12097,"This game is always so tense. Can be hard to teach newcomers sometimes, but once they start playing it all clicks into place. We've played so many games where no one wins because it's often so difficult to do your personal objective while not failing the main objective.

The cross road cards are great too and we always play them where the person has to make a choice without knowing what the actual reward/consequence is. Love it.",y56td93iXw,4,This game ...,deduction
12101,"(7/16) 8.

(10/17) Drop to 4.  I should probably play this again.  Just took too long and was too fiddly in retrospect.  But happy to be proven wrong!",y56td93iXw,2,"(7/16) 8.
...",deduction
12791,"Our favourite party game. Great for new players, always gets some laughs.",YL5DYnG28Y,4,Our favour...,deduction
12792,"Our favourite party game. Great for new players, always gets some laughs.",YL5DYnG28Y,4,Our favour...,deduction
12804,"Played once, was allright. No need to add this to the collection, though. Needs larger groups.",YL5DYnG28Y,3,Played onc...,deduction
12809,not as exciting as i would have hoped...yet,YL5DYnG28Y,3,not as exc...,deduction
12811,5-10,YL5DYnG28Y,3,5-10,deduction
12812,"Started tracking games late, but I've played this countless times. Maybe 40? 50? It's a lot. I often play it 3-5 times in a row, and have one or two sessions where we played it like 10 times straight (with a ""non-gamer"" group) . . . and then they kept playing after I went to bed! I've certainly gotten my money's worth, if nothing else!",YL5DYnG28Y,3,Started tr...,deduction
12815,"SOLD, September 2015",YL5DYnG28Y,3,"SOLD, Sept...",deduction
12834,I kept thinking we were in some kind of pre-game round where we figure out our roles and then I realized that that WAS the game!,YL5DYnG28Y,0,I kept thi...,deduction
12838,"For the price, a must have.",YL5DYnG28Y,3,For the pr...,deduction
12840,"Great Social Deduction game.  the concept of sitting at the table and their is someone sitting at the table that is a spy is amazing.  the accusations begin instantly of you're a spy, no you're a spy!  and I love hearing the reasoning of why someone, sometimes they can be SUPER random!!  fantastic game that I feel can really teach you about a person.",YL5DYnG28Y,3,Great Soci...,deduction
12853,"Succeeds admirably at what it intends to do--serve as a Werewolf alternative with no player elimination. Simple, quick, and enjoyable.
[EDIT] HOLY CRAP leave the Plot cards in the box. Man, do they suck all the tension and balance out of the game. Without them, the game is balanced on a knife-edge of awesome.",YL5DYnG28Y,4,Succeeds a...,deduction
12860,"5-10 Players
30 minutes",YL5DYnG28Y,3,5-10 Playe...,deduction
12861,"I think The Resistance is a good game and it had it's time in the spotlight but for me personally it's been replaced by Secret Hitler.

I said it in the Secret Hitler review but I'll say it here too. The Resistance feels more like a logical deduction game dealing with facts and less of the social aspect of reading people. Secret Hitler deals with probabilities and uncertainties with waaaaay more human psychology and soical interactions. As a long time poker player I prefer the latter.

It's still a game I would never turn down if requested.",YL5DYnG28Y,4,I think Th...,deduction
12862,"Expansions:
- Hidden Agenda
- Hostile Intent
- The Plot Thickens

Everybody loves to blame other people as being the spies. This game has lots of room for trickery and deceit even without an expansions/extra roles. Best played with a group of people that enjoy acting a bit/roleplaying.",YL5DYnG28Y,4,Expansions...,deduction
12863,This is a ton of fun if you are the kind of person who enjoys party games. I love pointing the finger at others and trying to mislead the group when I'm one of the government agents.,YL5DYnG28Y,4,This is a ...,deduction
12865,Surprisingly fun game.,YL5DYnG28Y,3,Surprising...,deduction
12866,"once start play, hours pass ~~
enjoy playing this, acting is important =)",YL5DYnG28Y,3,once start...,deduction
12880,"2011-10 Largely dependant on social interaction. Who is good? Who is bad? Who can make them self seem good when they're actually bad.
I expect it feels like Werewolf but plays quicker without elimination, which is why I was willing to play even after avoid WereWolf for years.

2012-05 After playing this I decided to join WereWolf when given the chance. They do feel similar but The Resistance is probably going to be a lot quicker and more engaging on the whole as there isn't player elimination. They are different niches though.",YL5DYnG28Y,3,2011-10 La...,deduction
12892,"I really want to like this game, but it really depends on the group you are playing with. This is a hidden role game where you go on missions that can be sabotaged. I need to play it some more.",YL5DYnG28Y,3,I really w...,deduction
12897,"I don't think that it has lived up to the hype. I play with a lot of people that will not lie at all and therefore there is not much conversation that goes on in the game, making the game rather dull.

******

Played this game with the perfect group last night. Awesome experience. Worth two rating points.",YL5DYnG28Y,4,I don't th...,deduction
12908,Good party game. But party games are not really my thing,YL5DYnG28Y,2,Good party...,deduction
12909,"TRADED AWAY

Why does everyone like this game so much?  It's a round-table discussion of deceit. Not my style of game.",YL5DYnG28Y,2,TRADED AWA...,deduction
12911,My 2nd favorite hidden role game (after Secret Hitler) but completely dependent on the group.,YL5DYnG28Y,3,My 2nd fav...,deduction
12912,My 2nd favorite hidden role game (after Secret Hitler) but completely dependent on the group.,YL5DYnG28Y,3,My 2nd fav...,deduction
12926,A total blast to play. Endless replayability.,YL5DYnG28Y,4,A total bl...,deduction
12933,Great gateway game for groups but I believe other games are better and more fun. Still a great introductory game though,YL5DYnG28Y,3,Great gate...,deduction
12935,"Fun hidden role deduction.  I think I prefer the theme of Avalon a bit more, but if either comes to the table I am down to play.",YL5DYnG28Y,3,Fun hidden...,deduction
12938,Classic social deduction and hidden roles. The more I play social deduction games the more appreciation I have for the focus of this game. The game has no frills and it doesn't need them. This is the quickest way to get to accusing your friends of being a dirty spy!,YL5DYnG28Y,4,Classic so...,deduction
12939,Some incredible times playing this one!,YL5DYnG28Y,4,Some incre...,deduction
12960,"http://meeplelikeus.co.uk/the-resistance-2009/

http://meeplelikeus.co.uk/resistance-2009-accessibility-teardown/",YL5DYnG28Y,4,http://mee...,deduction
12963,"Anime promo cards, not the actual game.",YL5DYnG28Y,2,Anime prom...,deduction
12969,"My favorite of the social deduction games I have played. No player elimination! Pretty short games, some interesting roles, and several ways to glean information make the game much more than random guesses. A very tense, strategic game that I can play about twice before being emotionally drained.",YL5DYnG28Y,4,My favorit...,deduction
12972,"5-10 player (best 7)
30 minutes",YL5DYnG28Y,5,5-10 playe...,deduction
12973,I think I would really like this game if everyone I know didn't hate it.,YL5DYnG28Y,4,I think I ...,deduction
12974,"2012-01-25: Upped from an 8 to a 10.  Loads of fun, all the time.

2012-03-21: Too much of a good thing.  While by no means ""played out"", this has been overplayed in my local circles, and needs some time to breathe.  Downgraded from a 10 to 7.5.",YL5DYnG28Y,3,2012-01-25...,deduction
12976,It's the spies game to lose. And they hardly ever do.,YL5DYnG28Y,2,It's the s...,deduction
12980,3rd edition - also have plot thicken cards from 2016 kickstarter,YL5DYnG28Y,4,3rd editio...,deduction
12983,"Initials on box lid, upper left corner",YL5DYnG28Y,3,Initials o...,deduction
12987,"5-10, 30m",YL5DYnG28Y,2,"5-10, 30m",deduction
12995,"Rebels trying to destroy the evil empire while searching for the imperial saboteurs within their ranks. Negotiation, deduction and hidden betrayal.

May be replaced by One Night Ultimate Werewolf, although I really like the simplicity of The Resistance... It just isn't as fast or as flexible.

My rating for this game has become so low because of all of the metagame rules that have to be explained. It’s just a pain.",YL5DYnG28Y,2,Rebels try...,deduction
12998,avalon and secret hitler are much better. only thing going is the theme of resistance.,YL5DYnG28Y,3,avalon and...,deduction
13000,$10.39 12-Jul-15,YL5DYnG28Y,4,$10.39 12-...,deduction
13007,Not having roles actually makes the game harder to understand for new players as they are lost without the structure. Needs expansions.,YL5DYnG28Y,2,Not having...,deduction
13012,"I think this is probably a better hidden-role traitor game than ONUW, but harder to get a group to sit down for and they scratch the same itch.",YL5DYnG28Y,4,I think th...,deduction
13013,"*** I play this using standard playing cards ***

(+) Plays quick, easy to teach, interesting deduction, does what it sets out to do really well

(-) Forces you to convincingly lie (personal preference), some people can be left out of missions and discussions entirely

(+/-) Needs the right group",YL5DYnG28Y,3,The game where everyone says they're innocent,deduction
13014,"Our go-to bluffing game when we get the whole family together (the full 10 players). Can't say enough about the fun of lying to you mother-in-law's face and knowing it'll be okay!

This has been replaced by Secret Hitler in our group!",YL5DYnG28Y,4,Our go-to ...,deduction
13018,y,YL5DYnG28Y,4,y...,deduction
13020,A fun hidden team game. The first mission is a toss up though and I wish there was a way that could be more interesting.,YL5DYnG28Y,4,A fun hidd...,deduction
13022,"(7/16) 7.

(9/17) Rise to 8. Probably the granddaddy of hidden role games. A classic that I really enjoy.",YL5DYnG28Y,4,"(7/16) 7.
...",deduction
17735,Weight: 3.34 / 5Includes wooden insertIncludes upgraded Tool TilesIncludes custom bags for:KeeplesSpring tilesSummer TilesFall TilesWinter TilesContractsTools,lDg8hjuvRb,5,Weight: 3....,territory
17739,Wow. Great game. So clean yet lots of options to pursue.,lDg8hjuvRb,4,Wow. Great...,territory
17757,"Outstanding game!  Have played 2, 3, 4 and 6 players.  Scales very nicely.  Might get to a 10 on my list.",lDg8hjuvRb,4,Outstandin...,territory
17758,"A fascinating take on worker-placement, where an auction is interleaved throughout. That said, it's devilishly hard to keep everyone else's villages' powers in mind, so there's some unavoidable obfuscation. That, and worker-placement is a very crowded and competitive field.",lDg8hjuvRb,4,A fascinat...,territory
17764,"Turned Tile Auction/Worker Placement
Tile Placement
Resource Management
Victory Point Scoring
Competitive Interference - Low Interaction",lDg8hjuvRb,4,Turned Til...,territory
17765,"Very stabby, like a prison-yard knife fight ( all apologies to BGG users who’ve actually been shanked). Love it.",lDg8hjuvRb,4,Very stabb...,territory
17767,"2
x",lDg8hjuvRb,4,"2
x",territory
17769,"2-6p
All contents in Base/Farmers boxes",lDg8hjuvRb,5,"2-6p
All c...",territory
17778,"I just don't seem to be able to plan ahead with this, in neither game did I feel any particular reason to bid on one hex over another.",lDg8hjuvRb,3,I just don...,territory
17780,"What an ugly, non-sensical game. Happy to never play this again.",lDg8hjuvRb,2,What an ug...,territory
17783,This game does a little bit of everything and it does it well.,lDg8hjuvRb,4,This game ...,territory
17795,"Keyflower is a tile laying, logistics, resource conversion, partial information, bidding game. Although each of those features is very simplified, the combination makes for a fairly complex game that favors long-term planning.

The game has a few too many mechanics for my taste and your whole plan can go to waste if you build your strategy around scoring tiles that do not show up or don't manage to win during the bidding phase. Sure that may be considered as poor play, but sometimes it just looks like a player got lucky and managed to grab a tile that gave them a bunch of very cheap points. As happens with many multiplayer games, not all players are willing to sacrifice their position in order to prevent somebody else from getting something very cheap.

I really want to like the game. But I rather play many other games.",lDg8hjuvRb,3,Keyflower ...,territory
17801,"One of the best multiplayer game which everyone engage, very pleasant first play",lDg8hjuvRb,4,One of the...,territory
17802,Not good for two players. Rather play with other games.,lDg8hjuvRb,2,Not good f...,territory
17807,"One of my favorite games to get to the table.  Works well at three or at six and in-between.  Two was still good, but not as much tension.",lDg8hjuvRb,4,One of my ...,territory
17810,"Really interesting Euro that suffers a bit from an early snowball effect.  Your strategy has to constantly adapt based on what tiles get pulled out.  Unfortunately, this also causes some luck to be a factor in the game.  Unsure how I feel about this staying in my collection.",lDg8hjuvRb,3,Really int...,territory
17815,Wow. What a blend of great game mechanics! Art is a little bland. Rating might change with more plays.,lDg8hjuvRb,4,Wow. What ...,territory
17816,"Watched a review on this and it has sparked my interest in the game.

3.3.2014 Have played the base game a few times now and really enjoy this game. If interactive euro games are your thing, I would highly recommend that you try this out.  Bought the expansion.

After playing double digit games of this, this remains a top tier game for me.
Absolutely fantastic game, still you need to pick and choose your expansions.",lDg8hjuvRb,4,Watched a ...,territory
17820,VENDU $45,lDg8hjuvRb,3,VENDU $45,territory
17821,"Have both expansions, along with a few promo tiles.",lDg8hjuvRb,4,Have both ...,territory
17823,"I think that it is just too heavy for me. When I tried it, there were too many possible places to set my meaples and all too often I was missing a great move just because it was on the board of a person on the other side of the table. Since I was so overwhelmed by the breadth of the decision tree, I was not even close to coming up with a good, viable strategy.",lDg8hjuvRb,1,I think th...,territory
17824,"[b]
:STAR: COMPLETE RATING:
[/b]
[c]
[b]SCORE  CRITERIA       WEIGHTING       ------- STAR RATING SCALE -------[/b]

(9.0) FUN             (x15):         BORING :star::star::star::star::star::star::star::star::star::nostar: REALLY FUN

(8.0) GAMEPLAY         (x5):       NO DEPTH :star::star::star::star::star::star::star::star::nostar::nostar: LOT OF DEPTH (FOR THE WEIGHT)
(8.0) GAME FLOW        (x5):         FIDDLY :star::star::star::star::star::star::star::star::nostar::nostar: SILKY SMOOTH
(9.0) DOWNTIMES        (x2):         LOT OF :star::star::star::star::star::star::star::star::star::nostar: ZERO
(7.0) RANDOMNESS       (x2):      PURE LUCK :star::star::star::star::star::star::star::nostar::nostar::nostar: PURE SKILLS
(8.0) MECHANICS        (x2):         BORING :star::star::star::star::star::star::star::star::nostar::nostar: INTERESTING / INNOVATIVE

(9.0) REPLAYABILITY    (x5):           ZERO :star::star::star::star::star::star::star::star::star::nostar: INFINITE
(8.0) SCALABILITY      (x3):           POOR :star::star::star::star::star::star::star::star::nostar::nostar: GREAT AT ALL PLAYER COUNTS
(7.0) PORTABILITY      (x1):          BULKY :star::star::star::star::star::star::star::nostar::nostar::nostar: SUPER EASY TO PLAY ANYWHERE
(6.0) THEME            (x1):   UNATTRACTIVE :star::star::star::star::star::star::nostar::nostar::nostar::nostar: ATTRACTIVE
(6.0) AESTHETICS       (x1):           UGLY :star::star::star::star::star::star::nostar::nostar::nostar::nostar: GORGEOUS
(7.0) COMPONENTS       (x1):    LOW QUALITY :star::star::star::star::star::star::star::nostar::nostar::nostar: HIGH QUALITY
(8.0) VALUE            (x2):  TOO EXPENSIVE :star::star::star::star::star::star::star::star::nostar::nostar: REALLY CHEAP(LOW COST FOR WHAT WE GET)

(8.0) SETUP TIME       (x2):           LONG :star::star::star::star::star::star::star::star::nostar::nostar: ZERO
(8.0) GAME LENGTH      (x2): TOO SHORT/LONG :star::star::star::star::star::star::star::star::nostar::nostar: JUST PERFECT
(7.0) RULES COMPLEXITY (x1):        COMPLEX :star::star::star::star::star::star::star::nostar::nostar::nostar: SIMPLE
[/c]
[b]TOTAL = 413/50 =8.26[/b]


:thumbsup: [b]POSITIVE POINTS:[/b]

++ Fantastic take on auctions. The ""color locking"" of locations is an amazing mechanic.
++ Scales surprisingly well for an auction game.

:thumbsdown: [b]NEGATIVE POINTS:[/b]

-- Lots of small rules, it can be hard to teach/understand how they all interact. Takes a full game to see how everything comes together.
-- Can be a little fiddly setting up between seasons.",lDg8hjuvRb,4,"[b]
:STAR:...",territory
17828,"This is a tense and stressful game.  Reminds me a lot of the feeling I get while playing Power Grid.  My only real complaint is that the random meeple draws can be a little too critical in winter to rely on luck.  Fantastic game, all around.",lDg8hjuvRb,4,This is a ...,territory
17830,"Great game, looking forward to playing it more in the future. 

Had a terrible score because I was out bid on 3 different occasions.  Would bid differently know that i know how the flow of the game works.",lDg8hjuvRb,4,Great game...,territory
17834,"Very dry mechanical buffet (auctions, tile laying worker placement, route building) that forms together into a run-of-the-mill resource conversion game.

The auction is kind of neat, but not interesting enough to make it stand out from the crowd of other games of its type.",lDg8hjuvRb,2,Very dry m...,territory
17835,"2-6, 90m",lDg8hjuvRb,4,"2-6, 90m",territory
17839,"How do you even describe this game? Auctions, worker placement, route building, resource conversion, point salad scoring, hidden victory conditions, special player powers, and something about settlers?",lDg8hjuvRb,3,How do you...,territory
17841,Keyflower seamlessly incorporates so many mechanics and makes them seem like second nature. Great game that I want to play more often.,lDg8hjuvRb,4,Keyflower ...,territory
17847,"It took me forever to get this game because the graphic design is just horrendous (the art, though, is wonderful). It's like someone popped it into Microsoft Word and started making boxes on these beautiful tiles.

The game is superb. One of my very favourites.",lDg8hjuvRb,4,It took me...,territory
17855,"Keyflower is certainly a multifaceted game; both in decisions and rules. Players are given several options each turn, each of which can have several downstream effects. Being able to see the big picture of Keystone, and understanding the strategic ramifications of an action, is not an easy task. This barrier to entry is Keystone's downfall. Their is an interesting meta-game wrapped within Keystone's anfractuous, but the task of unearthing is not for everyone.",lDg8hjuvRb,3,Keyflower ...,territory
17856,maybe the best game ever,lDg8hjuvRb,4,maybe the ...,territory
17858,"One of the first games to hit my wishlist as a two player game, so when I saw it being Kickstarted to include the now out-of-print expansions, I had to jump on it. I can't wait to get this to the table to play with my SO and get her into WP!

Kickstarter",lDg8hjuvRb,4,One of the...,territory
18836,An incredible game. It boggles the mind on how the designer could achieve such intrisicate yet elegant game where 8 players desperately try to find and beat the other team.,jgUiAHDCTK,4,An incredi...,deduction
18837,"Based on 2 plays with 6 players. Enjoyable experience. Would not buy it (won't hit the table at home), but I'll play along.",jgUiAHDCTK,3,Based on 2...,deduction
18840,2-8,jgUiAHDCTK,3,2-8,deduction
18841,I've never got such an adrenaline rush from playing a game.  This is stressful to the point of exhaustion.  Amazingly creative game design..,jgUiAHDCTK,3,I've never...,deduction
18855,"The high player count might deter some people from playing it. It definitely works well with 8 players, and the explanation takes longer than the actual game, if you're playing by the rules the way you're supposed to (I've heard horror stories). The real-time game is fun and frantic, and you can go at whatever pace you like, but it's up to you and your team to determine the best course of action. Requires being able to communicate well. Find some submarine sonar sound effects and turn on some colored lights in a dark room for added ambience.",jgUiAHDCTK,4,The high p...,deduction
18858,The stress this game causes is crazy! I love the tactical feel to this game and that you do feel like you're in a Submarine trying to attack another sub.  I love how every job is different and important and that working as a team and discussing tactics is crucial!! ,jgUiAHDCTK,4,The stress...,deduction
18865,"I am completely unwilling to contemplate playing Captain or Radar Operator (I loathe spatial puzzles), so take this rating with a grain of salt. I much prefer Space Cadets: Dice Duel, though, if for no other reason than it is vastly more flexible in terms of player count.",jgUiAHDCTK,3,I am compl...,deduction
18866,Best with 8,jgUiAHDCTK,4,Best with ...,deduction
18870,"Battleship for adults.

I really enjoy this with the caveat that you only play with 8 players and no less. 

The one issue I have with the game though is that you need to find 8 people all interested and ready to play because it only takes 1 person to sour the game due to apathy. It's not the games fault but beware that's all.

If you do have a solid 8 players then you're in for a tense 4v4 battle. Nothing feels more satisfying than when you have this feeling that they are near your mine and then the captain says ""STOP! Detonating mine on B7."" And then you hear the other captain look up and tell you ""Indirect hit."" Now the chase is on to finish them off and it's extremely thrilling on either side.",jgUiAHDCTK,3,Battleship...,deduction
18874,It's a pain in the ass to get 6-8 people together who want to play this. It is nonetheless worth the effort and then some.,jgUiAHDCTK,3,It's a pai...,deduction
18875,Loved this game. So hard to find enough people to play it.,jgUiAHDCTK,4,Loved this...,deduction
18885,"This is  a game that I highly recommend if you have 8 people.  It is a blast.  The first time you play there is a little apprehension about being able to keep it all together.  At some point you realize you don't have to, and no one else can anyway.  for the first few turns, the thought may come across your mind that you are never going to find the other sub, but then they have to surface, or they've created a pattern that significant narrows down the possibilities, and then it gets exciting.  This is a great party game!",jgUiAHDCTK,5,This is a super fun party game,deduction
18891,"Really fun if everyone is into it. Never play turn based and never play with less than 8. I'm open to playing again for sure, but wouldn't go out of my way to play.",jgUiAHDCTK,3,Really fun...,deduction
18892,play with the right group of people; I only really want to play the turn-based version,jgUiAHDCTK,3,play with ...,deduction
18902,The most fun (and stress) I've had playing a board game.  A good group of 6-8 will be constantly entertaining and the game ends in a flurry of discussion.  Rules are quick to explain and it is easy to get the game rolling.,jgUiAHDCTK,4,The most f...,deduction
18905,"Wow, what an experience. A truly unique game, but I wouldn't play it will less than 6 people",jgUiAHDCTK,4,"Wow, what ...",deduction
18906,"TRADED AWAY

Needs 8 players. Chaotic fun. Each player has a simple, interactive job. Too easy to cheat by mistake, which completely ruins the game.",jgUiAHDCTK,2,TRADED AWA...,deduction
18912,"2.12.18

The kind of game you play and you immediately say, ""Let's play again!"" Each person on a team gets one of four jobs: captain, first officer, engineer, and radar operator. These jobs have a sort of mini-game to them that is dependent on the actions of teammates or opponents. The downside is that that means you really need 8 players to enjoy the game. The mini-games are all fairly fun but I think the captain and radar operator are the best jobs.",jgUiAHDCTK,3,"2.12.18

T...",deduction
18913,"This game, more so than any other game I've played really, is SO dependent on who you are playing with on your team.  Great team, great game.  Mediocre team, horrible game (even if the other team is mediocre).  I'd rate it higher if I was always on a great team, and am leery of playing it with new players.  Yeah, I know, any team game is better when on a great team; it seems even more important in this game.",jgUiAHDCTK,4,"This game,...",deduction
18920,"1 play 6 players turn by turn.
Great game for big groups or parties. Tension rises through the game and a crescendo at the end of the game. ",jgUiAHDCTK,4,1 play 6 p...,deduction
18924,"My bias against real time shows, but I just did not have fun playing this.",jgUiAHDCTK,0,My bias ag...,deduction
18931,w/ extra markers,jgUiAHDCTK,4,w/ extra m...,deduction
18937,__,jgUiAHDCTK,3,__,deduction
18943,"Everyone gets it and loves it, asks to play. Best with 8, so it's more of a party game. Only real time game I've actually enjoyed and appreciated for its design. Really good!!",jgUiAHDCTK,4,Everyone g...,deduction
18947,I'm not a huge fan of games where accidentally NOT following the rules because you get overwhelmed can actually improve the game,jgUiAHDCTK,3,I'm not a ...,deduction
18948,Includes Chicago maps,jgUiAHDCTK,4,Includes C...,deduction
18949,"Tons of fun. Room for creativity, quick setup, variety of roles, and the chaos of real-time play make this an outstanding game. Just have to find enough people.",jgUiAHDCTK,5,Tons of fu...,deduction
18955,"Amazing game, so fun",jgUiAHDCTK,3,Amazing ga...,deduction
18956,"(+) Fast paced, no downtime, theme is felt through the gameplay, promotes teamwork, no quarterbacking problem, a strategic group ""party game"", multiple roles, great art, multiple scenarios/maps, perfect execution of concept, tense gameplay

(-) Not very accessible to non-gamers for being a 6-8 player game,accidental cheating, can have a weak-link player problem, wouldn't play turn-by-turn mode or with less than 6 players, has some edge case rules that are not intuitive

(+/-) Complex for a party game, requires the right kind of group (must communicate well, handle medium weight rules, etc.)",jgUiAHDCTK,4,Walks the line between party and strategy game,deduction
18958,"Probably the most stressful game I own, but still so rewarding and competitive. I think I can safely say this is the most unique game in my collection.",jgUiAHDCTK,4,Probably t...,deduction
18962,Only played a handful of times as it's hard to get the proper player count - but everyone seems to love it.,jgUiAHDCTK,4,Only playe...,deduction
18963,The perfect example of why I play board games. Camaraderie and challenge.,jgUiAHDCTK,4,The perfec...,deduction
18968,"Based on premise alone this is a must try, especially for convention goers and party gamers. The real time aspect helps this game step out of the party game mold while also facilitating the conversation and outburst moments that are typical to that genre. The 'fun factor' is not consistent through the four available roles, however this is surprisingly one of the game's greatest strengths. The lesser roles allow for rookies, or otherwise tentative players, to immediately mix with experienced players, allowing them to learn the game quickly whilst playing, and eliminating the need to observe for a few rounds before taking the dive. There are options for low player counts, and a turn-based variant, but this game certainly thrives at 8. Unfortunately, it plays long. Since each player repeats their single action over and over, this game would be better suited to a 15-20 minute battle, allowing players to swap teams and roles more often.",jgUiAHDCTK,3,Based on p...,deduction
18972,"(9/16) 6. Very good, very stressful. My concern isn't getting the 8 people necessary to play this, it's getting 8 people willing to learn their individual stations.  Think it's a step beyond non-gamers which makes the chances of this hitting the table slim probably.

(9/17) 6. My initial feelings still apply.  Great, unique game, but just sooooooo stressful.  Couldn't play this more than twice in a row. :-)",jgUiAHDCTK,3,(9/16) 6. ...,deduction
18974,In Germany,jgUiAHDCTK,3,In Germany...,deduction
18984,December,VCoAcOrQX6,4,December,deduction
18985,"This one was okay, but it's not something I'm going to seek out again in the future.  I thought the setting and premise of the game was interesting, but there's not really any intrigue or meat there for me. In the end, I didn't really enjoy playing it, I was just going through the motions and there wasn't anything challenging or interesting about the game in the end once you get over the initial intrigue.",VCoAcOrQX6,1,This one w...,deduction
18986,Great game for groups of 5+.  Would like more red cards though.,VCoAcOrQX6,4,Great game...,deduction
19005,"It's fun, period.",VCoAcOrQX6,3,"It's fun, ...",deduction
19007,"fun deduction game.  I would like to play as the lead investigator to see how that roll works, but still a fun game.  I like that all the clues are in front of you and you have to make guesses based off of all the information that the lead gives you.  overall pretty fun game.",VCoAcOrQX6,4,fun deduct...,deduction
19011,A perfect blend of The Resistance and Mysterium. Plays quickly and is always fresh and new with the wealth of cards available.,VCoAcOrQX6,4,A perfect ...,deduction
19014,"I'm not a big fan of social deduction games. I just don't do deceit well apparently. This is probably the best one I've played so far though. There's more going here then just trying to figure out who is lying and who is telling the truth. Fun for me as the forensic scientist or an investigator, less so when I'm the murderer. This is the game I drag out when I have a lot of people that would rather talk than play a complicated boardgame. It always seems to go over well and I'm often surprised how capable of deception some folks are.",VCoAcOrQX6,3,I'm not a ...,deduction
19016,"Like new condition, adult own, non smoker",VCoAcOrQX6,3,Like new c...,deduction
19018,"I would describe this as The Resistance meets Mysterium. For me, that's high praise. It seems to hit a sweet spot for some that's between the hyper-analytical logic puzzle of Resistance and the very interpretive Mysterium.",VCoAcOrQX6,4,I would de...,deduction
19023,"One of our most played games. It's super simple to setup and teach with a great theme. Anyone that has played Clue will instantly understand what's going on. It's always a hit.

I will say that the game lacks a decent structure so we've house ruled how each round works. Also the game in our group is way too easy so we have everyone with a total of 10 clues in front of them instead of 8. Even at 10 we've found that it can still be fairly easy to figure out who the murder is unless the Forensic Scientist is just awful. We may eventually bump it up to 12 per person.
",VCoAcOrQX6,4,One of our...,deduction
19027,shipped November 4th - never received so they are shipping again registered 12/5/2014  (www.hongkongpost.com),VCoAcOrQX6,3,shipped No...,deduction
19034,"I received this game as a Christmas gift, opened it and reviewed the rules in a matter of minutes before playing multiple games with my relatives (many of them non-gamers). This game is a great addition to the social deduction genre and I can't wait to see what future expansions might add!",VCoAcOrQX6,3,I received...,deduction
19036,Deduction game of sorts with one player needing to remain hidden and the others aiming to find that player. All based on particular cards in front of each player.,VCoAcOrQX6,2,Deduction ...,deduction
19037,JV,VCoAcOrQX6,3,JV,deduction
19045,"This is a game about trying to solve a murderer and send the murderer to jail. The murdered is a hidden role so deception is necessary, hence the name. The game is set in Hong Kong and as such the tiles are both English and Chinese. The art and the subject matter are pretty dark.",VCoAcOrQX6,3,This is a ...,deduction
19051,We loved this game. It's challenging but may be the most fun and engaging social deception and deduction game. The limited tools of the clue-giver are really challenging and the push and pull between the murderer and the witness are really entertaining.,VCoAcOrQX6,4,We loved t...,deduction
19053,"Very good condition.  Just doesn't get played much anymore.

A much better social deduction game than werewolf IMHO.  Needs to have all the roles to be a good game (6-8 players).",VCoAcOrQX6,3,Very good ...,deduction
19057,"Excellent deduction game,and it accommodates large groups. Fun discussions.

INCLUDED:
Undercover Allies",VCoAcOrQX6,4,Excellent ...,deduction
19072,Very fun deduction game.,VCoAcOrQX6,4,Very fun d...,deduction
19074,"A solid party game that requires just a bit to much setup for my tastes. The game flows well if you have someone who is familiar to lead the session, otherwise play mistakes are surprisingly easy to make. When a session goes well though it is quite fun. If you and your group like social deduction games this is worth looking at for sure.",VCoAcOrQX6,3,A solid pa...,deduction
19083,A wild hit every time I break it out. Always played at least a few times in a row. I wish some of the clue tiles weren't so useless/unhelpful.,VCoAcOrQX6,4,A wild hit...,deduction
19084,Really strong alternative to Resistance that leads to very unique table talk. Just the right amount of actual deduction VS social deduction/interpretation. Also the theme and presentation are great.,VCoAcOrQX6,4,Really str...,deduction
19089,"http://meeplelikeus.co.uk/deception-murder-in-hong-kong-2014/

https://meeplelikeus.co.uk/deception-murder-in-new-york-2014-accessibility-teardown/",VCoAcOrQX6,4,http://mee...,deduction
19095,"Good social deduction. If you like mafia/werewolf but you want more than conjecture to go off of, this is for you. Better than The Resistance.",VCoAcOrQX6,3,Good socia...,deduction
19100,"4-12 players (best 7-8)
20 minutes",VCoAcOrQX6,4,4-12 playe...,deduction
19101,"this is a  party game based on more on logical deduction, not as much social deduction. Much better game.",VCoAcOrQX6,3,this is a ...,deduction
19109,This went from not getting a lot of play to seeing the table a lot with larger groups. It's replaced Secret Hitler in terms of social deduction games and it doesn't force anyone to really lie overtly. Seems easy at lower player counts.,VCoAcOrQX6,3,This went ...,deduction
19111,It takes social deduction and actually gives useful information to the players. A mix between mysterium and resistance.,VCoAcOrQX6,3,It takes s...,deduction
19117,Non-boardgamer friends love this. I wish it came out more often. Don't see the need to get the expansion until it's hitting regular rotation.,VCoAcOrQX6,4,Non-boardg...,deduction
19122,"Mysterium meets Resistance, as player assume hidden-roles and try to oust the murderer/accomplice based on somewhat abstract clues from the mute forensic scientist. There isn't much structure to the game, which helps facilitate the discussion and debate amongst the players. I prefer Mysterium, but given it's surprisingly quick play time, it lends itself more to the filler space anyway.",VCoAcOrQX6,2,Mysterium ...,deduction
